datetime_utc,dry_bulb_c
1987-02-11T17:50:00.000000+0000,-4.0
1987-02-12T06:45:00.000000+0000,-4.0
1987-02-12T07:45:00.000000+0000,-4.0
1987-02-12T09:45:00.000000+0000,-4.0
1987-02-12T10:45:00.000000+0000,-3.0
1987-02-12T11:45:00.000000+0000,-3.0
1987-02-12T12:45:00.000000+0000,-3.0
1987-02-12T13:50:00.000000+0000,-2.0
1987-02-12T14:50:00.000000+0000,-2.0
1987-02-12T15:50:00.000000+0000,-2.0
1987-02-12T16:50:00.000000+0000,-2.0
1987-02-12T18:50:00.000000+0000,-2.0
1987-02-13T07:50:00.000000+0000,0.0
1987-02-13T10:50:00.000000+0000,0.0
1987-02-13T14:45:00.000000+0000,0.0
1987-02-13T15:45:00.000000+0000,0.0
1987-02-13T16:45:00.000000+0000,0.0
1987-02-13T17:45:00.000000+0000,0.0
1987-02-14T06:40:00.000000+0000,0.0
1987-02-14T07:45:00.000000+0000,0.0
1987-02-14T09:45:00.000000+0000,-1.0
1987-02-14T10:45:00.000000+0000,-1.0
1987-02-14T11:45:00.000000+0000,-1.0
1987-02-14T12:45:00.000000+0000,-1.0
1987-02-14T13:45:00.000000+0000,-1.0
1987-02-15T14:45:00.000000+0000,-1.0
1987-02-15T15:45:00.000000+0000,-2.0
1987-02-15T17:45:00.000000+0000,0.0
1987-02-16T06:45:00.000000+0000,-2.0
1987-02-16T07:45:00.000000+0000,-2.0
1987-02-16T08:45:00.000000+0000,-2.0
1987-02-16T10:45:00.000000+0000,0.0
1987-02-16T11:45:00.000000+0000,0.0
1987-02-16T12:45:00.000000+0000,
1987-02-16T18:50:00.000000+0000,-1.0
1987-02-17T06:50:00.000000+0000,-1.0
1987-02-17T07:50:00.000000+0000,-2.0
1987-02-17T08:50:00.000000+0000,-2.0
1987-02-17T09:50:00.000000+0000,-1.0
1987-02-17T10:50:00.000000+0000,0.0
1987-02-17T11:50:00.000000+0000,1.0
1987-02-17T12:50:00.000000+0000,0.0
1987-02-17T14:45:00.000000+0000,0.0
1987-02-17T16:45:00.000000+0000,-1.0
1987-02-17T17:45:00.000000+0000,0.0
1987-02-17T18:45:00.000000+0000,-2.0
1987-02-18T05:45:00.000000+0000,1.0
1987-02-18T07:45:00.000000+0000,1.0
1987-02-18T09:45:00.000000+0000,2.0
1987-02-18T14:00:00.000000+0000,1.0
1987-02-18T15:45:00.000000+0000,0.0
1987-02-19T06:45:00.000000+0000,-3.0
1987-02-19T08:45:00.000000+0000,-4.0
1987-02-19T14:50:00.000000+0000,-4.0
1987-02-19T16:50:00.000000+0000,-6.0
1987-02-19T18:50:00.000000+0000,-4.0
1987-02-20T09:45:00.000000+0000,-2.0
1987-02-20T11:50:00.000000+0000,-2.0
1987-02-20T14:50:00.000000+0000,-2.0
1987-02-20T15:50:00.000000+0000,-1.0
1987-02-20T16:50:00.000000+0000,-1.0
1987-02-20T17:50:00.000000+0000,
1987-02-20T18:50:00.000000+0000,-1.0
1987-02-21T06:20:00.000000+0000,-2.0
1987-02-21T08:50:00.000000+0000,-2.0
1987-02-21T09:50:00.000000+0000,-3.0
1987-02-21T11:50:00.000000+0000,-5.0
1987-02-21T12:50:00.000000+0000,-6.0
1987-02-21T13:50:00.000000+0000,-6.0
1987-02-22T17:50:00.000000+0000,-1.0
1987-02-23T06:50:00.000000+0000,-4.0
1987-02-23T07:50:00.000000+0000,-4.0
1987-02-23T08:50:00.000000+0000,-4.0
1987-02-23T14:45:00.000000+0000,-4.0
1987-02-23T15:45:00.000000+0000,-4.0
1987-02-23T17:45:00.000000+0000,-3.0
1987-02-23T18:45:00.000000+0000,-3.0
1987-02-24T06:45:00.000000+0000,-4.0
1987-02-24T07:45:00.000000+0000,-3.0
1987-02-24T08:45:00.000000+0000,-4.0
1987-02-24T10:45:00.000000+0000,-4.0
1987-02-24T11:45:00.000000+0000,-3.0
1987-02-24T12:45:00.000000+0000,-3.0
1987-02-24T16:50:00.000000+0000,-4.0
1987-02-24T17:50:00.000000+0000,-4.0
1987-02-25T06:50:00.000000+0000,-5.0
1987-02-25T08:50:00.000000+0000,-3.0
1987-02-25T14:20:00.000000+0000,-3.0
1987-02-25T15:50:00.000000+0000,-2.0
1987-02-26T08:45:00.000000+0000,-2.0
1987-02-26T09:45:00.000000+0000,-3.0
1987-02-26T10:45:00.000000+0000,-3.0
1987-02-26T11:45:00.000000+0000,-4.0
1987-02-26T12:45:00.000000+0000,-4.0
1987-02-26T13:50:00.000000+0000,-3.0
1987-02-26T18:50:00.000000+0000,-4.0
1987-02-27T06:50:00.000000+0000,-3.0
1987-02-27T07:50:00.000000+0000,-3.0
1987-02-27T11:50:00.000000+0000,-2.0
1987-02-27T12:50:00.000000+0000,-2.0
1987-02-27T16:45:00.000000+0000,-2.0
1987-02-27T17:45:00.000000+0000,-2.0
1987-02-27T18:45:00.000000+0000,-2.0
1987-02-28T06:45:00.000000+0000,-4.0
1987-02-28T07:45:00.000000+0000,-3.0
1987-02-28T08:45:00.000000+0000,-3.0
1987-02-28T09:45:00.000000+0000,-3.0
1987-02-28T10:45:00.000000+0000,-3.0
1987-02-28T11:45:00.000000+0000,-3.0
1987-02-28T12:45:00.000000+0000,-3.0
1987-03-01T14:45:00.000000+0000,-4.0
1987-03-01T15:45:00.000000+0000,-4.0
1987-03-01T17:45:00.000000+0000,-4.0
1987-03-02T06:45:00.000000+0000,-3.0
1987-03-02T08:45:00.000000+0000,-3.0
1987-03-02T09:45:00.000000+0000,-3.0
1987-03-02T11:45:00.000000+0000,-4.0
1987-03-02T12:45:00.000000+0000,-4.0
1987-03-02T13:50:00.000000+0000,-4.0
1987-03-02T14:50:00.000000+0000,-4.0
1987-03-02T15:50:00.000000+0000,-4.0
1987-03-02T16:50:00.000000+0000,-4.0
1987-03-02T17:50:00.000000+0000,-4.0
1987-03-02T18:50:00.000000+0000,-5.0
1987-03-03T06:50:00.000000+0000,-3.0
1987-03-03T08:50:00.000000+0000,-3.0
1987-03-03T11:50:00.000000+0000,-3.0
1987-03-03T12:50:00.000000+0000,-3.0
1987-03-03T13:45:00.000000+0000,-3.0
1987-03-03T14:45:00.000000+0000,-2.0
1987-03-03T16:45:00.000000+0000,-2.0
1987-03-03T17:45:00.000000+0000,-2.0
1987-03-03T18:45:00.000000+0000,-2.0
1987-03-04T06:45:00.000000+0000,-3.0
1987-03-04T07:45:00.000000+0000,-2.0
1987-03-04T08:45:00.000000+0000,-2.0
1987-03-04T09:45:00.000000+0000,-2.0
1987-03-04T14:45:00.000000+0000,-2.0
1987-03-04T15:45:00.000000+0000,-2.0
1987-03-04T16:45:00.000000+0000,-2.0
1987-03-04T17:45:00.000000+0000,-3.0
1987-03-05T06:50:00.000000+0000,-3.0
1987-03-05T08:50:00.000000+0000,1.0
1987-03-05T12:45:00.000000+0000,
1987-03-05T13:45:00.000000+0000,2.0
1987-03-05T14:45:00.000000+0000,1.0
1987-03-05T15:45:00.000000+0000,1.0
1987-03-05T16:50:00.000000+0000,1.0
1987-03-05T17:45:00.000000+0000,0.0
1987-03-05T18:45:00.000000+0000,0.0
1987-03-06T05:45:00.000000+0000,2.0
1987-03-06T07:45:00.000000+0000,1.0
1987-03-06T08:45:00.000000+0000,1.0
1987-03-06T09:45:00.000000+0000,1.0
1987-03-06T10:45:00.000000+0000,2.0
1987-03-06T11:45:00.000000+0000,2.0
1987-03-06T13:50:00.000000+0000,2.0
1987-03-06T18:50:00.000000+0000,3.0
1987-03-07T06:50:00.000000+0000,2.0
1987-03-07T07:50:00.000000+0000,2.0
1987-03-07T09:50:00.000000+0000,2.0
1987-03-07T12:50:00.000000+0000,2.0
1987-03-07T13:50:00.000000+0000,2.0
1987-03-08T15:50:00.000000+0000,1.0
1987-03-08T16:50:00.000000+0000,0.0
1987-03-08T17:50:00.000000+0000,0.0
1987-03-09T06:50:00.000000+0000,0.0
1987-03-09T07:50:00.000000+0000,0.0
1987-03-09T08:50:00.000000+0000,1.0
1987-03-09T12:50:00.000000+0000,2.0
1987-03-09T13:45:00.000000+0000,2.0
1987-03-09T16:45:00.000000+0000,0.0
1987-03-09T18:45:00.000000+0000,1.0
1987-03-10T06:45:00.000000+0000,2.0
1987-03-10T07:45:00.000000+0000,2.0
1987-03-10T08:45:00.000000+0000,3.0
1987-03-10T10:45:00.000000+0000,3.0
1987-03-10T11:45:00.000000+0000,2.0
1987-03-10T12:45:00.000000+0000,1.0
1987-03-10T13:50:00.000000+0000,2.0
1987-03-10T14:50:00.000000+0000,2.0
1987-03-10T16:50:00.000000+0000,2.0
1987-03-11T06:50:00.000000+0000,2.0
1987-03-11T08:50:00.000000+0000,2.0
1987-03-11T09:50:00.000000+0000,2.0
1987-03-11T17:50:00.000000+0000,2.0
1987-03-12T06:45:00.000000+0000,1.0
1987-03-12T07:45:00.000000+0000,2.0
1987-03-12T08:45:00.000000+0000,3.0
1987-03-12T09:45:00.000000+0000,2.0
1987-03-12T13:50:00.000000+0000,2.0
1987-03-12T16:50:00.000000+0000,1.0
1987-03-12T18:50:00.000000+0000,1.0
1987-03-13T06:45:00.000000+0000,2.0
1987-03-13T07:45:00.000000+0000,2.0
1987-03-13T08:45:00.000000+0000,2.0
1987-03-13T09:45:00.000000+0000,2.0
1987-03-13T10:45:00.000000+0000,2.0
1987-03-13T11:45:00.000000+0000,2.0
1987-03-13T12:45:00.000000+0000,2.0
1987-03-13T14:50:00.000000+0000,2.0
1987-03-13T17:50:00.000000+0000,2.0
1987-03-13T18:50:00.000000+0000,2.0
1987-03-14T06:50:00.000000+0000,1.0
1987-03-14T09:50:00.000000+0000,2.0
1987-03-14T12:50:00.000000+0000,2.0
1987-03-14T13:50:00.000000+0000,3.0
1987-03-15T15:20:00.000000+0000,2.0
1987-03-15T16:50:00.000000+0000,2.0
1987-03-15T17:50:00.000000+0000,2.0
1987-03-16T10:50:00.000000+0000,2.0
1987-03-16T12:50:00.000000+0000,1.0
1987-03-16T13:45:00.000000+0000,1.0
1987-03-16T14:45:00.000000+0000,1.0
1987-03-16T15:45:00.000000+0000,0.0
1987-03-16T16:45:00.000000+0000,0.0
1987-03-16T17:45:00.000000+0000,0.0
1987-03-16T18:45:00.000000+0000,-1.0
1987-03-17T06:50:00.000000+0000,-2.0
1987-03-17T07:50:00.000000+0000,-2.0
1987-03-17T10:50:00.000000+0000,-2.0
1987-03-17T12:50:00.000000+0000,-1.0
1987-03-17T13:45:00.000000+0000,-1.0
1987-03-17T14:45:00.000000+0000,-2.0
1987-03-17T16:45:00.000000+0000,-2.0
1987-03-17T17:45:00.000000+0000,-2.0
1987-03-17T18:45:00.000000+0000,-1.0
1987-03-18T06:45:00.000000+0000,-2.0
1987-03-18T07:45:00.000000+0000,-2.0
1987-03-18T08:45:00.000000+0000,-2.0
1987-03-18T09:50:00.000000+0000,-1.0
1987-03-18T14:45:00.000000+0000,0.0
1987-03-18T16:45:00.000000+0000,0.0
1987-03-19T06:20:00.000000+0000,1.0
1987-03-19T07:50:00.000000+0000,1.0
1987-03-19T09:50:00.000000+0000,1.0
1987-03-19T11:50:00.000000+0000,1.0
1987-03-19T13:45:00.000000+0000,1.0
1987-03-19T16:45:00.000000+0000,1.0
1987-03-20T05:45:00.000000+0000,-1.0
1987-03-20T08:45:00.000000+0000,-1.0
1987-03-20T09:45:00.000000+0000,1.0
1987-03-20T11:45:00.000000+0000,0.0
1987-03-20T12:45:00.000000+0000,0.0
1987-03-20T14:45:00.000000+0000,0.0
1987-03-20T16:45:00.000000+0000,-1.0
1987-03-20T17:45:00.000000+0000,-1.0
1987-03-20T18:45:00.000000+0000,-2.0
1987-03-21T06:45:00.000000+0000,-2.0
1987-03-21T07:45:00.000000+0000,-1.0
1987-03-21T09:45:00.000000+0000,0.0
1987-03-21T10:45:00.000000+0000,0.0
1987-03-21T11:45:00.000000+0000,0.0
1987-03-21T12:45:00.000000+0000,-1.0
1987-03-21T13:45:00.000000+0000,0.0
1987-03-22T15:45:00.000000+0000,0.0
1987-03-22T16:45:00.000000+0000,0.0
1987-03-22T17:45:00.000000+0000,0.0
1987-03-23T05:45:00.000000+0000,-1.0
1987-03-23T06:45:00.000000+0000,-1.0
1987-03-23T09:45:00.000000+0000,1.0
1987-03-23T10:45:00.000000+0000,0.0
1987-03-23T11:45:00.000000+0000,0.0
1987-03-23T16:50:00.000000+0000,-1.0
1987-03-23T18:50:00.000000+0000,-1.0
1987-03-24T06:45:00.000000+0000,-1.0
1987-03-24T07:45:00.000000+0000,-1.0
1987-03-24T09:45:00.000000+0000,0.0
1987-03-24T10:45:00.000000+0000,0.0
1987-03-24T11:45:00.000000+0000,0.0
1987-03-24T12:45:00.000000+0000,0.0
1987-03-24T13:50:00.000000+0000,0.0
1987-03-24T15:50:00.000000+0000,0.0
1987-03-24T16:50:00.000000+0000,0.0
1987-03-25T06:20:00.000000+0000,-1.0
1987-03-25T07:50:00.000000+0000,-1.0
1987-03-25T15:50:00.000000+0000,-1.0
1987-03-25T17:50:00.000000+0000,-1.0
1987-03-26T06:50:00.000000+0000,-2.0
1987-03-26T16:50:00.000000+0000,0.0
1987-03-26T17:50:00.000000+0000,0.0
1987-03-26T18:50:00.000000+0000,-1.0
1987-03-27T06:50:00.000000+0000,-1.0
1987-03-27T08:50:00.000000+0000,-1.0
1987-03-27T09:50:00.000000+0000,-1.0
1987-03-27T11:50:00.000000+0000,-1.0
1987-03-27T12:50:00.000000+0000,-1.0
1987-03-27T13:45:00.000000+0000,0.0
1987-03-27T14:45:00.000000+0000,-1.0
1987-03-27T15:50:00.000000+0000,-1.0
1987-03-27T17:45:00.000000+0000,-1.0
1987-03-28T06:45:00.000000+0000,1.0
1987-03-28T07:45:00.000000+0000,2.0
1987-03-28T08:45:00.000000+0000,2.0
1987-03-28T09:45:00.000000+0000,2.0
1987-03-28T10:45:00.000000+0000,1.0
1987-03-28T11:45:00.000000+0000,1.0
1987-03-28T12:45:00.000000+0000,1.0
1987-03-28T13:45:00.000000+0000,2.0
1987-03-29T14:50:00.000000+0000,2.0
1987-03-29T15:45:00.000000+0000,3.0
1987-03-30T05:45:00.000000+0000,2.0
1987-03-30T09:50:00.000000+0000,3.0
1987-03-30T10:45:00.000000+0000,3.0
1987-03-30T11:45:00.000000+0000,2.0
1987-03-30T12:50:00.000000+0000,3.0
1987-03-30T14:50:00.000000+0000,3.0
1987-03-30T15:50:00.000000+0000,3.0
1987-03-30T17:50:00.000000+0000,2.0
1987-03-31T05:50:00.000000+0000,3.0
1987-03-31T08:45:00.000000+0000,4.0
1987-03-31T09:50:00.000000+0000,4.0
1987-03-31T10:50:00.000000+0000,4.0
1987-03-31T11:50:00.000000+0000,4.0
1987-03-31T12:45:00.000000+0000,4.0
1987-03-31T13:45:00.000000+0000,4.0
1987-03-31T14:45:00.000000+0000,4.0
1987-03-31T15:50:00.000000+0000,4.0
1987-03-31T16:45:00.000000+0000,4.0
1987-03-31T17:45:00.000000+0000,5.0
1987-04-01T05:45:00.000000+0000,3.0
1987-04-01T06:45:00.000000+0000,4.0
1987-04-01T08:45:00.000000+0000,5.0
1987-04-01T13:15:00.000000+0000,4.0
1987-04-01T14:45:00.000000+0000,4.0
1987-04-01T15:50:00.000000+0000,3.0
1987-04-01T16:45:00.000000+0000,3.0
1987-04-02T05:20:00.000000+0000,3.0
1987-04-02T06:50:00.000000+0000,4.0
1987-04-02T09:50:00.000000+0000,6.0
1987-04-02T12:45:00.000000+0000,6.0
1987-04-02T13:45:00.000000+0000,5.0
1987-04-02T14:45:00.000000+0000,5.0
1987-04-02T15:45:00.000000+0000,5.0
1987-04-02T17:45:00.000000+0000,4.0
1987-04-03T06:45:00.000000+0000,4.0
1987-04-03T08:45:00.000000+0000,5.0
1987-04-03T11:45:00.000000+0000,6.0
1987-04-03T15:50:00.000000+0000,4.0
1987-04-03T16:50:00.000000+0000,4.0
1987-04-04T05:50:00.000000+0000,2.0
1987-04-04T06:50:00.000000+0000,2.0
1987-04-04T07:50:00.000000+0000,4.0
1987-04-04T08:50:00.000000+0000,4.0
1987-04-04T11:50:00.000000+0000,5.0
1987-04-04T12:50:00.000000+0000,4.0
1987-04-05T14:20:00.000000+0000,2.0
1987-04-05T16:45:00.000000+0000,2.0
1987-04-06T05:50:00.000000+0000,1.0
1987-04-06T06:50:00.000000+0000,1.0
1987-04-06T07:50:00.000000+0000,0.0
1987-04-06T08:45:00.000000+0000,0.0
1987-04-06T09:45:00.000000+0000,0.0
1987-04-06T12:45:00.000000+0000,1.0
1987-04-06T13:45:00.000000+0000,1.0
1987-04-06T15:45:00.000000+0000,2.0
1987-04-07T06:45:00.000000+0000,3.0
1987-04-07T07:45:00.000000+0000,1.0
1987-04-07T08:45:00.000000+0000,1.0
1987-04-07T10:45:00.000000+0000,2.0
1987-04-07T11:45:00.000000+0000,1.0
1987-04-07T14:50:00.000000+0000,1.0
1987-04-07T15:50:00.000000+0000,2.0
1987-04-07T16:50:00.000000+0000,2.0
1987-04-07T17:50:00.000000+0000,1.0
1987-04-08T05:50:00.000000+0000,1.0
1987-04-08T06:45:00.000000+0000,1.0
1987-04-08T07:45:00.000000+0000,2.0
1987-04-08T14:45:00.000000+0000,2.0
1987-04-09T05:45:00.000000+0000,1.0
1987-04-09T06:45:00.000000+0000,1.0
1987-04-09T10:45:00.000000+0000,2.0
1987-04-09T12:50:00.000000+0000,1.0
1987-04-09T13:50:00.000000+0000,1.0
1987-04-09T14:45:00.000000+0000,1.0
1987-04-09T15:50:00.000000+0000,2.0
1987-04-09T17:50:00.000000+0000,1.0
1987-04-10T05:50:00.000000+0000,1.0
1987-04-10T06:50:00.000000+0000,
1987-04-10T07:50:00.000000+0000,2.0
1987-04-10T08:50:00.000000+0000,3.0
1987-04-10T09:45:00.000000+0000,3.0
1987-04-10T12:45:00.000000+0000,3.0
1987-04-10T13:45:00.000000+0000,2.0
1987-04-10T15:45:00.000000+0000,2.0
1987-04-10T16:45:00.000000+0000,1.0
1987-04-10T17:45:00.000000+0000,1.0
1987-04-11T04:45:00.000000+0000,2.0
1987-04-11T05:45:00.000000+0000,2.0
1987-04-11T06:45:00.000000+0000,3.0
1987-04-11T08:45:00.000000+0000,4.0
1987-04-11T09:45:00.000000+0000,4.0
1987-04-11T10:45:00.000000+0000,4.0
1987-04-11T11:45:00.000000+0000,5.0
1987-04-11T12:45:00.000000+0000,6.0
1987-04-12T15:45:00.000000+0000,4.0
1987-04-13T05:45:00.000000+0000,4.0
1987-04-13T06:45:00.000000+0000,4.0
1987-04-13T07:45:00.000000+0000,5.0
1987-04-13T09:45:00.000000+0000,5.0
1987-04-13T10:45:00.000000+0000,5.0
1987-04-13T11:45:00.000000+0000,5.0
1987-04-13T14:45:00.000000+0000,4.0
1987-04-13T17:50:00.000000+0000,4.0
1987-04-14T05:50:00.000000+0000,4.0
1987-04-14T08:50:00.000000+0000,5.0
1987-04-14T09:50:00.000000+0000,6.0
1987-04-14T10:50:00.000000+0000,6.0
1987-04-14T12:45:00.000000+0000,6.0
1987-04-14T13:45:00.000000+0000,6.0
1987-04-14T14:45:00.000000+0000,5.0
1987-04-14T15:45:00.000000+0000,5.0
1987-04-14T16:45:00.000000+0000,5.0
1987-04-14T17:45:00.000000+0000,4.0
1987-04-15T06:45:00.000000+0000,5.0
1987-04-15T07:45:00.000000+0000,5.0
1987-04-15T08:45:00.000000+0000,5.0
1987-04-15T13:45:00.000000+0000,5.0
1987-04-15T14:45:00.000000+0000,4.0
1987-04-15T16:45:00.000000+0000,1.0
1987-04-16T11:45:00.000000+0000,1.0
1987-04-16T12:45:00.000000+0000,3.0
1987-04-16T13:45:00.000000+0000,3.0
1987-04-16T15:45:00.000000+0000,2.0
1987-04-16T16:45:00.000000+0000,1.0
1987-04-16T17:45:00.000000+0000,1.0
1987-04-18T10:20:00.000000+0000,4.0
1987-04-18T12:45:00.000000+0000,4.0
1987-04-19T14:20:00.000000+0000,2.0
1987-04-19T15:45:00.000000+0000,2.0
1987-04-19T16:50:00.000000+0000,2.0
1987-04-20T05:50:00.000000+0000,1.0
1987-04-20T06:50:00.000000+0000,1.0
1987-04-20T08:50:00.000000+0000,2.0
1987-04-20T09:50:00.000000+0000,2.0
1987-04-20T10:50:00.000000+0000,2.0
1987-04-20T11:50:00.000000+0000,2.0
1987-04-20T12:45:00.000000+0000,2.0
1987-04-20T13:45:00.000000+0000,2.0
1987-04-20T14:45:00.000000+0000,2.0
1987-04-20T15:45:00.000000+0000,2.0
1987-04-20T16:45:00.000000+0000,2.0
1987-04-20T17:45:00.000000+0000,1.0
1987-04-21T05:45:00.000000+0000,1.0
1987-04-21T06:45:00.000000+0000,1.0
1987-04-21T09:45:00.000000+0000,1.0
1987-04-21T10:45:00.000000+0000,1.0
1987-04-21T11:45:00.000000+0000,1.0
1987-04-21T12:50:00.000000+0000,2.0
1987-04-21T13:50:00.000000+0000,2.0
1987-04-21T14:50:00.000000+0000,2.0
1987-04-21T16:50:00.000000+0000,2.0
1987-04-22T05:50:00.000000+0000,3.0
1987-04-22T07:50:00.000000+0000,4.0
1987-04-22T13:50:00.000000+0000,6.0
1987-04-22T15:45:00.000000+0000,6.0
1987-04-22T16:45:00.000000+0000,6.0
1987-04-23T04:45:00.000000+0000,5.0
1987-04-23T05:45:00.000000+0000,5.0
1987-04-23T06:45:00.000000+0000,5.0
1987-04-23T07:45:00.000000+0000,5.0
1987-04-23T09:45:00.000000+0000,6.0
1987-04-23T10:45:00.000000+0000,5.0
1987-04-23T11:45:00.000000+0000,6.0
1987-04-24T05:20:00.000000+0000,4.0
1987-04-24T06:45:00.000000+0000,4.0
1987-04-24T07:45:00.000000+0000,4.0
1987-04-24T09:50:00.000000+0000,4.0
1987-04-24T10:45:00.000000+0000,4.0
1987-04-24T11:50:00.000000+0000,5.0
1987-04-24T12:45:00.000000+0000,5.0
1987-04-24T14:45:00.000000+0000,4.0
1987-04-24T16:50:00.000000+0000,4.0
1987-04-25T05:45:00.000000+0000,4.0
1987-04-25T06:45:00.000000+0000,4.0
1987-04-25T07:45:00.000000+0000,4.0
1987-04-25T08:45:00.000000+0000,4.0
1987-04-25T09:45:00.000000+0000,5.0
1987-04-25T12:45:00.000000+0000,5.0
1987-04-26T14:45:00.000000+0000,6.0
1987-04-26T15:45:00.000000+0000,6.0
1987-04-27T04:45:00.000000+0000,5.0
1987-04-27T05:45:00.000000+0000,6.0
1987-04-27T07:45:00.000000+0000,6.0
1987-04-27T09:45:00.000000+0000,7.0
1987-04-27T10:45:00.000000+0000,7.0
1987-04-27T11:45:00.000000+0000,6.0
1987-04-27T13:50:00.000000+0000,5.0
1987-04-27T14:45:00.000000+0000,5.0
1987-04-27T15:45:00.000000+0000,7.0
1987-04-27T16:45:00.000000+0000,7.0
1987-04-28T05:45:00.000000+0000,5.0
1987-04-28T06:45:00.000000+0000,5.0
1987-04-28T11:45:00.000000+0000,7.0
1987-04-28T12:50:00.000000+0000,7.0
1987-04-28T13:40:00.000000+0000,7.0
1987-04-28T14:45:00.000000+0000,5.0
1987-04-28T15:45:00.000000+0000,6.0
1987-04-28T16:50:00.000000+0000,6.0
1987-04-28T17:50:00.000000+0000,5.0
1987-04-29T04:45:00.000000+0000,6.0
1987-04-29T05:45:00.000000+0000,6.0
1987-04-29T06:50:00.000000+0000,3.0
1987-04-29T07:45:00.000000+0000,3.0
1987-04-29T08:45:00.000000+0000,4.0
1987-04-29T13:45:00.000000+0000,6.0
1987-04-29T14:45:00.000000+0000,6.0
1987-04-29T15:45:00.000000+0000,5.0
1987-04-30T06:45:00.000000+0000,4.0
1987-04-30T09:45:00.000000+0000,3.0
1987-05-04T12:45:00.000000+0000,4.0
1987-05-04T13:45:00.000000+0000,5.0
1987-05-04T14:45:00.000000+0000,5.0
1987-05-04T15:45:00.000000+0000,5.0
1987-05-04T16:45:00.000000+0000,4.0
1987-05-04T17:45:00.000000+0000,4.0
1987-05-05T04:45:00.000000+0000,4.0
1987-05-05T06:45:00.000000+0000,5.0
1987-05-05T07:45:00.000000+0000,5.0
1987-05-05T08:45:00.000000+0000,5.0
1987-05-05T09:45:00.000000+0000,5.0
1987-05-05T13:45:00.000000+0000,5.0
1987-05-05T14:45:00.000000+0000,6.0
1987-05-05T15:40:00.000000+0000,5.0
1987-05-05T16:50:00.000000+0000,5.0
1987-05-05T17:45:00.000000+0000,5.0
1987-05-06T05:45:00.000000+0000,3.0
1987-05-06T07:50:00.000000+0000,4.0
1987-05-06T13:50:00.000000+0000,4.0
1987-05-06T14:45:00.000000+0000,4.0
1987-05-06T15:50:00.000000+0000,3.0
1987-05-06T16:50:00.000000+0000,4.0
1987-05-07T05:45:00.000000+0000,4.0
1987-05-07T06:45:00.000000+0000,4.0
1987-05-07T07:45:00.000000+0000,4.0
1987-05-07T08:45:00.000000+0000,5.0
1987-05-07T09:50:00.000000+0000,5.0
1987-05-07T10:45:00.000000+0000,4.0
1987-05-07T11:50:00.000000+0000,4.0
1987-05-07T14:40:00.000000+0000,5.0
1987-05-07T15:50:00.000000+0000,5.0
1987-05-07T16:45:00.000000+0000,5.0
1987-05-07T17:50:00.000000+0000,4.0
1987-05-08T05:45:00.000000+0000,4.0
1987-05-08T06:45:00.000000+0000,4.0
1987-05-08T07:45:00.000000+0000,4.0
1987-05-08T08:45:00.000000+0000,3.0
1987-05-08T09:45:00.000000+0000,3.0
1987-05-08T12:45:00.000000+0000,4.0
1987-05-08T15:45:00.000000+0000,4.0
1987-05-08T16:45:00.000000+0000,5.0
1987-05-09T04:45:00.000000+0000,5.0
1987-05-09T06:45:00.000000+0000,5.0
1987-05-09T07:45:00.000000+0000,5.0
1987-05-09T09:45:00.000000+0000,6.0
1987-05-09T10:45:00.000000+0000,6.0
1987-05-09T11:45:00.000000+0000,6.0
1987-05-09T12:45:00.000000+0000,6.0
1987-05-09T15:50:00.000000+0000,8.0
1987-05-10T15:45:00.000000+0000,7.0
1987-05-10T16:45:00.000000+0000,7.0
1987-05-11T05:45:00.000000+0000,5.0
1987-05-11T06:45:00.000000+0000,6.0
1987-05-11T08:45:00.000000+0000,6.0
1987-05-11T09:45:00.000000+0000,7.0
1987-05-11T10:45:00.000000+0000,6.0
1987-05-11T11:45:00.000000+0000,7.0
1987-05-11T13:45:00.000000+0000,7.0
1987-05-11T14:45:00.000000+0000,7.0
1987-05-11T16:45:00.000000+0000,7.0
1987-05-11T17:45:00.000000+0000,6.0
1987-05-12T05:50:00.000000+0000,5.0
1987-05-12T07:45:00.000000+0000,6.0
1987-05-12T08:50:00.000000+0000,6.0
1987-05-12T09:50:00.000000+0000,6.0
1987-05-12T10:45:00.000000+0000,6.0
1987-05-12T12:45:00.000000+0000,6.0
1987-05-12T14:45:00.000000+0000,6.0
1987-05-12T15:45:00.000000+0000,6.0
1987-05-12T16:45:00.000000+0000,5.0
1987-05-12T17:45:00.000000+0000,5.0
1987-05-13T05:45:00.000000+0000,4.0
1987-05-13T06:45:00.000000+0000,5.0
1987-05-13T08:45:00.000000+0000,5.0
1987-05-13T13:45:00.000000+0000,5.0
1987-05-13T14:45:00.000000+0000,5.0
1987-05-13T15:45:00.000000+0000,5.0
1987-05-13T16:45:00.000000+0000,5.0
1987-05-14T06:50:00.000000+0000,5.0
1987-05-14T09:50:00.000000+0000,5.0
1987-05-14T10:50:00.000000+0000,5.0
1987-05-14T11:50:00.000000+0000,5.0
1987-05-14T13:45:00.000000+0000,5.0
1987-05-14T14:45:00.000000+0000,5.0
1987-05-14T15:45:00.000000+0000,5.0
1987-05-14T16:45:00.000000+0000,5.0
1987-05-14T17:45:00.000000+0000,5.0
1987-05-15T05:45:00.000000+0000,6.0
1987-05-15T06:45:00.000000+0000,6.0
1987-05-15T07:45:00.000000+0000,7.0
1987-05-15T08:45:00.000000+0000,7.0
